1000,25800
1001,25890
1002,25900
1003,25980
1004,25980
1005,26700
1006,28300
1007,19700
1008,19800
1009,19800
1010,25980
1011,19900
1012,19990
1013,20000
1014,20200
1100,20300
1150,25000
1160,36700
1170,37800
1172,37800
1173,37800
1174,37800
1175,26500
1177,19300
1225,23500
1226,23600
1227,23750
1280,17700
1299,31100
1331,10100
1332,10110
1400,34670
1450,19300
1468,19500
1470,19600
1520,22000
1522,23000
1553,24600
1570,30900
2880,33100
2885,36700
3887,35900
3888,35900
3890,31200
3980,32300
